open;high;low;close;volume;marketCap;timestamp
14.8054612483;15.0092591543;14.7223549975;14.9608817798;1395875.28;234009049.93;"2023-11-15T15:00:00.000Z"
14.9432439336;15.3447798152;14.917262213;15.3447798152;1448080.17;240020945.85;"2023-11-15T18:00:00.000Z"
15.337359289;15.497267927;15.286804805;15.4941001882;1476725.72;242359168.35;"2023-11-15T21:00:00.000Z"
15.4937375341;15.5194540953;15.4538261445;15.501649069;1435495.22;242482889.78;"2023-11-16T00:00:00.000Z"
15.5012722719;15.506316426;15.3295205579;15.4211517406;1513847.35;241226152.38;"2023-11-16T03:00:00.000Z"
15.418056907;15.4228582201;15.1869587053;15.2445815487;1610016.54;238468886.98;"2023-11-16T06:00:00.000Z"
15.2427696545;15.3548342203;15.1643114689;15.3432410041;1622354.6;240015215.67;"2023-11-16T09:00:00.000Z"
15.3505131676;16.2393048139;15.3505131676;15.6710177794;3273454.25;245147415.95;"2023-11-16T12:00:00.000Z"
15.669196615;15.7354592525;15.3747036013;15.5932330801;3399716.18;243933038.73;"2023-11-16T15:00:00.000Z"
15.5870127848;15.7384545168;15.2837715977;15.347843934;3699602.81;240099168.42;"2023-11-16T18:00:00.000Z"
