open;high;low;close;volume;marketCap;timestamp
14.6433375571;14.6535216495;14.5436644046;14.6076978715;2197406.69;228246251.67;"2023-11-09T00:00:00.000Z"
14.6079330655;14.6115582793;14.53795846;14.5863444444;2180523.39;227915639.8;"2023-11-09T03:00:00.000Z"
14.5860786605;14.6220532042;14.3578910018;14.4424890037;2181915.97;225672804.28;"2023-11-09T06:00:00.000Z"
14.4413463035;14.6102273051;14.4128282692;14.5232985091;2172620.54;226938504.48;"2023-11-09T09:00:00.000Z"
14.5118092669;14.7065616838;14.5118092669;14.7013027089;2331460.42;229726559.4;"2023-11-09T12:00:00.000Z"
14.7102142645;14.7887567099;13.771363544;14.166061967;2923926.42;221365691.16;"2023-11-09T15:00:00.000Z"
14.1646462001;14.1646462001;13.7489286058;14.0176413228;2973989.39;219053646.77;"2023-11-09T18:00:00.000Z"
14.0188328321;14.1216708651;13.9763587684;14.1187282679;2881160.86;220637456.03;"2023-11-09T21:00:00.000Z"
14.1175658806;14.2515968755;14.0757067463;14.1671839432;2828414.91;221400110.71;"2023-11-10T00:00:00.000Z"
14.1687015609;14.3955258054;14.1687015609;14.2785772752;2806395.93;223143684.01;"2023-11-10T03:00:00.000Z"
14.2597133552;14.2597133552;14.052701816;14.0735916405;2371198.98;219947258.08;"2023-11-10T06:00:00.000Z"
14.0709693676;14.3899830696;14.0709693676;14.3899830696;2212348.83;224894836.5;"2023-11-10T09:00:00.000Z"
14.388071316;14.4063051516;14.0049751755;14.1101901366;2147272.71;220527141.68;"2023-11-10T12:00:00.000Z"
14.1102587727;14.2879506598;14.0387420573;14.2879506598;1551046.08;223308224.5;"2023-11-10T15:00:00.000Z"
14.2877597223;14.3259787538;14.221468823;14.2516684612;1551206.99;222746523.46;"2023-11-10T18:00:00.000Z"
14.2526771678;14.3826423212;14.2154095444;14.2950188764;1672372.54;223426762.19;"2023-11-10T21:00:00.000Z"
14.2943441921;14.4697189222;14.2657076897;14.4697080322;1662512.7;226162717.45;"2023-11-11T00:00:00.000Z"
14.4714162643;14.4939909823;14.2784538969;14.2873134353;1605240.53;223315350.56;"2023-11-11T03:00:00.000Z"
14.2859975041;14.3266389744;14.243263055;14.3266389744;1542086.63;223937330.65;"2023-11-11T06:00:00.000Z"
14.3291115575;14.4688569206;14.3232262644;14.3844545292;1621671.45;224843690.6;"2023-11-11T09:00:00.000Z"
14.3848247406;14.5205235866;14.3640240282;14.5205235866;1680301.23;226976047.91;"2023-11-11T12:00:00.000Z"
14.5203529183;14.749851491;14.4534644692;14.738412852;1784525.09;230384389.31;"2023-11-11T15:00:00.000Z"
14.7395675963;14.8660835544;14.5994419174;14.7746015249;1827130.29;230956182.2;"2023-11-11T18:00:00.000Z"
14.7762427749;14.7992363447;14.6683306657;14.7384274022;1700625.29;230393856.91;"2023-11-11T21:00:00.000Z"
14.738519451;14.7541128178;14.509126611;14.6120334479;1684532.78;228419982.01;"2023-11-12T00:00:00.000Z"
14.6221644969;14.6623183667;14.5379561571;14.5827872304;1592197.98;227967666.77;"2023-11-12T03:00:00.000Z"
14.6048046344;14.8925886089;14.5962124766;14.8840910076;1684349.4;232683974.72;"2023-11-12T06:00:00.000Z"
14.884828493;15.0865754106;14.884828493;14.9517254494;1831822.5;233743771.9;"2023-11-12T09:00:00.000Z"
14.9506579788;15.8197206422;14.9389760566;15.4156243512;3156462.7;241002558.47;"2023-11-12T12:00:00.000Z"
15.4119470473;15.4740152823;15.1299713016;15.1395408139;3223688.57;236688476.8;"2023-11-12T15:00:00.000Z"
15.1412538347;15.3359733162;15.1006380085;15.1576801104;3205889.6;236977438.64;"2023-11-12T18:00:00.000Z"
15.1577427694;15.3092481906;14.9538749521;14.9643986624;3304001.92;233958363.95;"2023-11-12T21:00:00.000Z"
14.9653593561;15.0956710952;14.9653593561;15.0502400386;3339390.27;235307609.76;"2023-11-13T00:00:00.000Z"
15.0513567387;15.0536311096;14.8656112477;14.9276420939;3447939.51;233393421.5;"2023-11-13T03:00:00.000Z"
14.9261039417;14.9275820358;14.7035476789;14.7722486187;3540289.6;230968139.64;"2023-11-13T06:00:00.000Z"
14.7731184615;14.8272388069;14.6811606413;14.6905746766;3401402.45;229694349.22;"2023-11-13T09:00:00.000Z"
14.6834832946;14.7894248879;14.488878262;14.6374955136;2214966.03;228871384.93;"2023-11-13T12:00:00.000Z"
14.6373356257;15.1290300639;14.6327583172;14.972740678;2299839.98;234117424.22;"2023-11-13T15:00:00.000Z"
14.9822396701;15.0068039318;14.7080817135;14.7080817135;2335194.59;229985108.97;"2023-11-13T18:00:00.000Z"
14.7024816597;14.7024816597;14.3709219431;14.5593770381;2332057.63;227662530.78;"2023-11-13T21:00:00.000Z"
14.56051605;14.5844525054;14.2898599247;14.5025086588;2326670.74;226779493.73;"2023-11-14T00:00:00.000Z"
14.5059973009;14.6032771316;14.4802248114;14.6012368783;2203920.36;228326105.48;"2023-11-14T03:00:00.000Z"
14.6032622203;14.8774073203;14.6032622203;14.8259139813;2101888.21;231844389.78;"2023-11-14T06:00:00.000Z"
14.8288334683;14.9264547099;14.6403514702;14.7883708019;2207927.28;231263557.32;"2023-11-14T09:00:00.000Z"
14.7842044109;15.0919207804;14.6760254591;14.8472376217;2178564.31;232187820.12;"2023-11-14T12:00:00.000Z"
14.8478259957;15.0128097545;14.7023053486;14.7023053486;1943287.78;229924510.17;"2023-11-14T15:00:00.000Z"
14.7038994604;14.7085277903;14.1412626406;14.4134978169;2004770.25;225414066.95;"2023-11-14T18:00:00.000Z"
14.4119722712;14.6563380159;14.3907172959;14.5867455503;1960136.16;228127376.19;"2023-11-14T21:00:00.000Z"
14.5910460065;14.6119703836;14.4282593966;14.4432421713;1910252.54;225888648.07;"2023-11-15T00:00:00.000Z"
14.4427849396;14.4707375866;14.3623686972;14.4704069642;1920845.48;226317584.69;"2023-11-15T03:00:00.000Z"
14.4754549682;14.6757899562;14.4754549682;14.6706019745;1846302.52;229456794.21;"2023-11-15T06:00:00.000Z"
14.6709266065;14.8639012731;14.6709266065;14.8450265359;1664873.7;232188225.24;"2023-11-15T09:00:00.000Z"
14.844411682;14.8832849998;14.7705190743;14.8045328101;1360285.64;231559968.34;"2023-11-15T12:00:00.000Z"
