open;high;low;close;volume;marketCap;timestamp
31.0393921907;31.0393921907;30.5656960257;30.7267624088;49251913.14;354766691.38;"2023-11-20T21:00:00.000Z"
30.7179748215;31.1966292653;30.6489888731;30.6578539716;49980216.95;353977457.53;"2023-11-21T00:00:00.000Z"
30.6497323967;30.8501438882;30.6467452743;30.772465385;49967994.2;355303966.27;"2023-11-21T03:00:00.000Z"
30.7702126741;30.942269113;30.5076447431;30.6426323375;51657849.83;353811403.71;"2023-11-21T06:00:00.000Z"
30.6472440742;30.8171315031;30.5193825274;30.5193825274;49525514.68;352391557.39;"2023-11-21T09:00:00.000Z"
30.5178440618;30.5588114003;30.0976935542;30.097962211;48776399.7;347532308.1;"2023-11-21T12:00:00.000Z"
30.1024193189;30.1254677848;28.9640553286;29.0213566595;52318780.91;335101060.77;"2023-11-21T15:00:00.000Z"
29.0163298453;29.3982052069;28.4854698013;29.2507980948;56515576.75;337759271.36;"2023-11-21T18:00:00.000Z"
29.2444917945;29.3555370398;27.996907954;28.1734485238;57254476.92;325322032.82;"2023-11-21T21:00:00.000Z"
28.1664255268;28.5327453902;28.0893058167;28.5327453902;58820881.03;329473708.59;"2023-11-22T00:00:00.000Z"
28.531312846;28.5831849743;28.4223791609;28.441134439;60345377.09;328422492.02;"2023-11-22T03:00:00.000Z"
28.4430588364;28.6365454695;28.4337624141;28.5468494109;61772032.55;329648768.49;"2023-11-22T06:00:00.000Z"
28.5473502718;28.6427849636;28.2855173688;28.2884876177;64571663.04;326668435.44;"2023-11-22T09:00:00.000Z"
28.287560695;28.7444921375;28.2835803573;28.4708673755;68063476.67;328780364.12;"2023-11-22T12:00:00.000Z"
28.4704748401;28.6475498123;28.3181965285;28.5081722332;65352057.14;329214319.57;"2023-11-22T15:00:00.000Z"
28.5104143198;29.2186593045;28.5084134161;29.214325381;65202266.76;337375367.04;"2023-11-22T18:00:00.000Z"
29.2161220371;29.4766351152;29.100340996;29.1722753737;63843985.76;336892658.82;"2023-11-22T21:00:00.000Z"
29.1693825512;29.5221516141;29.1036162995;29.5157316171;61945214.62;340865022.76;"2023-11-23T00:00:00.000Z"
29.5149361251;29.5648875303;29.4097194889;29.4750986922;60199515.7;340399309.9;"2023-11-23T03:00:00.000Z"
29.4794930559;29.7621552068;29.3510210705;29.7558853387;59779378.55;343647943.37;"2023-11-23T06:00:00.000Z"
29.7583696158;29.7850261943;29.2422611832;29.3398513395;58654665.27;338846797.1;"2023-11-23T09:00:00.000Z"
29.3398138734;29.4172422583;29.2167175089;29.2677191465;53672458.78;338019486.21;"2023-11-23T12:00:00.000Z"
29.2681349751;29.3147948468;29.0296197394;29.2663220824;52214362.56;338006528.19;"2023-11-23T15:00:00.000Z"
29.2655502641;29.4169318301;29.2426028894;29.3912830808;49059411.37;339456261.39;"2023-11-23T18:00:00.000Z"
