open;high;low;close;volume;marketCap;timestamp
15.1162089283;15.2557698421;15.0669725634;15.212967018;3719267.6;237997631.13;"2023-11-17T00:00:00.000Z"
15.2129710698;15.2332929426;15.1416309587;15.1536437422;3655146.54;237073833.58;"2023-11-17T03:00:00.000Z"
15.1544935569;15.1840091908;15.0059925088;15.1299873175;3607854.16;236710019.43;"2023-11-17T06:00:00.000Z"
15.1310852997;15.1515838637;14.9498458907;15.0080005993;3602248.39;234803996.67;"2023-11-17T09:00:00.000Z"
15.0076447221;15.1056282339;14.8710753811;14.9250366043;2016506.72;233512630.52;"2023-11-17T12:00:00.000Z"
14.9250857952;14.955397797;14.5765933913;14.9019244643;1808952.31;233153477.95;"2023-11-17T15:00:00.000Z"
14.9030684597;14.9980419292;14.8854306971;14.9317012258;1197549.04;233624998.67;"2023-11-17T18:00:00.000Z"
14.9287488433;15.1036474771;14.7799809863;15.060116544;1093982.25;235638570.94;"2023-11-17T21:00:00.000Z"
15.0555246225;15.0555246225;14.7428507363;14.7667131094;1074642.88;231052708.78;"2023-11-18T00:00:00.000Z"
14.7676593683;14.8011290738;14.6786659005;14.7987428625;1078437.26;231557069.47;"2023-11-18T03:00:00.000Z"
14.8002519259;14.8123626532;14.5910889755;14.6574772359;1049847.75;229352496.67;"2023-11-18T06:00:00.000Z"
14.6561498934;14.7641119261;14.6237167426;14.6738636428;1001607.39;229610686.73;"2023-11-18T09:00:00.000Z"
14.6723138711;14.6723138711;14.5723486351;14.605657406;912399.37;228548010.82;"2023-11-18T12:00:00.000Z"
14.6061319446;14.922706612;14.6045986977;14.922706612;829992.31;233512244.34;"2023-11-18T15:00:00.000Z"
14.9248816387;14.9436887798;14.8015665725;14.8018867871;850150.32;231625944.38;"2023-11-18T18:00:00.000Z"
14.8017990171;14.9207146631;14.7852323221;14.867484271;833939.91;232654416.14;"2023-11-18T21:00:00.000Z"
14.8675919323;14.8829281965;14.7045915057;14.7133674436;822556.03;230247312.42;"2023-11-19T00:00:00.000Z"
14.7135853547;14.8282980835;14.6914859719;14.8233909588;814482.19;231971516.39;"2023-11-19T03:00:00.000Z"
14.8227463833;15.3255260493;14.822407963;15.229479145;1100814.08;238330905.78;"2023-11-19T06:00:00.000Z"
15.2232498985;15.2274928992;15.1340784793;15.225844578;1166639.41;238276361.65;"2023-11-19T09:00:00.000Z"
15.2276095131;15.2957108237;15.1203370072;15.1203370072;1192364.62;236631709.21;"2023-11-19T12:00:00.000Z"
15.1157125159;15.2606138111;15.1033591948;15.1758914087;1211896.89;237503753.99;"2023-11-19T15:00:00.000Z"
15.1768807087;15.3481546211;15.1265070452;15.3481546211;1227161.17;240205398.46;"2023-11-19T18:00:00.000Z"
15.348346414;15.4621188142;15.2741844532;15.3910940262;1239497.72;240879975.65;"2023-11-19T21:00:00.000Z"
15.3899209287;15.3899209287;15.2965004222;15.3787924035;1236517.78;240692173.61;"2023-11-20T00:00:00.000Z"
15.3802446661;15.8862491784;15.291075556;15.8649372103;1454177.53;248303683.46;"2023-11-20T03:00:00.000Z"
15.8552629643;15.8552629643;15.5707055467;15.7307089922;1307963.62;246209112.07;"2023-11-20T06:00:00.000Z"
15.7269102568;15.7269102568;15.3687955638;15.3687955638;1359310.38;240547434.01;"2023-11-20T09:00:00.000Z"
15.3659996278;15.4286638322;15.2992178868;15.4274370044;1368775.57;241470652.35;"2023-11-20T12:00:00.000Z"
15.431236014;15.4968100215;15.3305993174;15.480058577;1331953.17;242298272.15;"2023-11-20T15:00:00.000Z"
15.472592549;15.5068825884;15.3789565525;15.3812722781;1311295.38;240758405.23;"2023-11-20T18:00:00.000Z"
15.3909915685;15.4387618503;15.3013661083;15.3549932012;1299961.93;240349721.91;"2023-11-20T21:00:00.000Z"
15.3601721358;15.41916842;15.3371024511;15.3523767748;1288047.61;240313995.06;"2023-11-21T00:00:00.000Z"
15.3532599854;15.3569622407;15.1445633021;15.152052164;1069970.13;237182402.01;"2023-11-21T03:00:00.000Z"
15.1504927061;15.2021942441;15.055329029;15.121483742;914250.44;236710407.43;"2023-11-21T06:00:00.000Z"
15.1271123862;15.2881666355;15.0264780614;15.0641044935;831459.35;235817407.25;"2023-11-21T09:00:00.000Z"
15.0628541975;15.104899359;14.908365647;14.9135237662;826563.98;233468206.06;"2023-11-21T12:00:00.000Z"
14.9216899366;15.0671814581;14.7825392352;14.7940644207;925777.06;231602025.91;"2023-11-21T15:00:00.000Z"
14.7927780594;14.7927780594;14.5421855874;14.6848346637;1026417.98;229899932.61;"2023-11-21T18:00:00.000Z"
14.6830244748;14.7904880495;14.2104358318;14.2337683856;1138285.5;222840324.91;"2023-11-21T21:00:00.000Z"
14.2400790358;14.5045857573;14.1284593461;14.4465195518;1200760.01;226175783.37;"2023-11-22T00:00:00.000Z"
14.4469935244;14.5097309764;14.4359574748;14.4588275126;1203625.57;226371960.17;"2023-11-22T03:00:00.000Z"
14.4606629954;14.6304691209;14.1789939203;14.3134669766;1419163.8;224101791.72;"2023-11-22T06:00:00.000Z"
14.3169537628;14.4347275184;14.2985938181;14.3846956842;1396504.26;225220181.54;"2023-11-22T09:00:00.000Z"
14.3831598727;14.3831598727;14.1474844298;14.2352286641;1441281.32;222885640.42;"2023-11-22T12:00:00.000Z"
14.2435357083;14.3440374672;14.2192788731;14.3095956445;1329704.07;224054264.24;"2023-11-22T15:00:00.000Z"
14.3135099594;14.7562468732;14.3135099594;14.7226475547;1275768.07;230527789.4;"2023-11-22T18:00:00.000Z"
14.7536020364;14.791110409;14.6268439556;14.6990181801;1188218.04;230159875.08;"2023-11-22T21:00:00.000Z"
14.6998704385;14.788490326;14.6390015687;14.787647719;1112081.02;231552542.88;"2023-11-23T00:00:00.000Z"
14.7871797612;14.7939657462;14.6536867634;14.6536867634;1110928.8;229456839.14;"2023-11-23T03:00:00.000Z"
14.6525715703;14.6854779744;14.626929073;14.6854779744;881571.55;229960744.68;"2023-11-23T06:00:00.000Z"
14.6860054162;14.7351901228;14.5923444671;14.666412071;866912.82;229665457.51;"2023-11-23T09:00:00.000Z"
14.6625350742;14.70790898;14.597781593;14.6013337949;774688.82;228652541.38;"2023-11-23T12:00:00.000Z"
14.6022510912;14.6132572953;14.4756704387;14.5032199118;736968.55;227118877.6;"2023-11-23T15:00:00.000Z"
14.5046775859;14.5046775859;14.3031922542;14.4141047524;693858.63;225727969.41;"2023-11-23T18:00:00.000Z"
14.4118133185;14.4502164675;14.2984991713;14.3009327506;703287.99;223957928.3;"2023-11-23T21:00:00.000Z"
14.3032911411;14.4458813883;14.272202534;14.3010938241;786947.37;223965417.92;"2023-11-24T00:00:00.000Z"
14.2993321712;14.3847088136;14.2993321712;14.315670739;877086.44;224195605.22;"2023-11-24T03:00:00.000Z"
14.3147953331;14.3614714722;14.2977870938;14.3400662183;900291.61;224582423.15;"2023-11-24T06:00:00.000Z"
14.341221523;14.4301151889;14.3191195128;14.338660193;967998.19;224563856.63;"2023-11-24T09:00:00.000Z"
