timeOpen;timeClose;timeHigh;timeLow;open;high;low;close;volume;marketCap;timestamp
"2023-11-30T00:00:00.000Z";"2023-11-30T23:59:59.999Z";"2023-11-30T07:17:00.000Z";"2023-11-30T01:17:00.000Z";29.0780787907;29.7293264356;28.9678288048;29.4827816648;60627652.93;481402782.52;"2023-11-30T23:59:59.999Z"
"2023-11-29T00:00:00.000Z";"2023-11-29T23:59:59.999Z";"2023-11-29T09:18:00.000Z";"2023-11-29T16:41:00.000Z";28.9740392417;29.3051043493;28.7550210219;29.0754937832;64541559.34;474752476.54;"2023-11-29T23:59:59.999Z"
"2023-11-28T00:00:00.000Z";"2023-11-28T23:59:59.999Z";"2023-11-28T17:25:00.000Z";"2023-11-28T09:17:00.000Z";28.7868983297;29.4893216295;28.1923215871;28.9758509295;69338755.62;473125481.24;"2023-11-28T23:59:59.999Z"
"2023-11-27T00:00:00.000Z";"2023-11-27T23:59:59.999Z";"2023-11-27T00:34:00.000Z";"2023-11-27T20:49:00.000Z";29.5574297314;29.7006419032;28.35192153;28.7880524372;59841278.49;470059056.99;"2023-11-27T23:59:59.999Z"
"2023-11-26T00:00:00.000Z";"2023-11-26T23:59:59.999Z";"2023-11-26T00:45:00.000Z";"2023-11-26T16:37:00.000Z";30.0905055784;30.1773527533;29.0270285868;29.5611603296;57609038.07;482682570.43;"2023-11-26T23:59:59.999Z"
"2023-11-25T00:00:00.000Z";"2023-11-25T23:59:59.999Z";"2023-11-25T16:41:00.000Z";"2023-11-25T00:10:00.000Z";29.5823884211;30.245331523;29.5309289378;30.0901147658;65533281.23;491319480.62;"2023-11-25T23:59:59.999Z"
"2023-11-24T00:00:00.000Z";"2023-11-24T23:59:59.999Z";"2023-11-24T19:31:00.000Z";"2023-11-24T00:17:00.000Z";28.8068839905;30.1416644493;28.7608012642;29.5797540383;65126327.83;482986173.5;"2023-11-24T23:59:59.999Z"
"2023-11-23T00:00:00.000Z";"2023-11-23T23:59:59.999Z";"2023-11-23T23:18:00.000Z";"2023-11-23T15:34:00.000Z";28.4619128054;28.8560580848;28.2639623505;28.8081862298;63209386.62;470387806.97;"2023-11-23T23:59:59.999Z"
"2023-11-22T00:00:00.000Z";"2023-11-22T23:59:59.999Z";"2023-11-22T21:33:00.000Z";"2023-11-22T00:01:00.000Z";26.9194516197;28.6815528508;26.8370286032;28.4562278216;66747904.16;464640935.49;"2023-11-22T23:59:59.999Z"
"2023-11-21T00:00:00.000Z";"2023-11-21T23:59:59.999Z";"2023-11-21T01:50:00.000Z";"2023-11-21T22:58:00.000Z";28.9359766929;29.2656292516;26.8544044153;26.9498583819;67793256.26;440044530.44;"2023-11-21T23:59:59.999Z"
"2023-11-20T00:00:00.000Z";"2023-11-20T23:59:59.999Z";"2023-11-20T15:16:00.000Z";"2023-11-20T21:22:00.000Z";29.2778685752;29.6215632602;28.6375052754;28.9395693263;60044002.01;472533065.47;"2023-11-20T23:59:59.999Z"
"2023-11-19T00:00:00.000Z";"2023-11-19T23:59:59.999Z";"2023-11-19T23:49:00.000Z";"2023-11-19T01:34:00.000Z";28.9113059194;29.311906019;28.3032494254;29.2814770065;53501131.3;478115825.96;"2023-11-19T23:59:59.999Z"
"2023-11-18T00:00:00.000Z";"2023-11-18T23:59:59.999Z";"2023-11-18T00:01:00.000Z";"2023-11-18T07:07:00.000Z";29.288165198;29.3202200579;27.8349185351;28.9110042035;64269114.89;472066646.47;"2023-11-18T23:59:59.999Z"
"2023-11-17T00:00:00.000Z";"2023-11-17T23:59:59.999Z";"2023-11-17T09:23:00.000Z";"2023-11-17T16:07:00.000Z";29.5138203998;30.2809814259;28.2801657026;29.2860745607;69140295.01;478190896.06;"2023-11-17T23:59:59.999Z"
"2023-11-16T00:00:00.000Z";"2023-11-16T23:59:59.999Z";"2023-11-16T07:47:00.000Z";"2023-11-16T19:37:00.000Z";30.4012989356;30.9482026759;29.0685830088;29.5121929773;69835651.24;481883018.34;"2023-11-16T23:59:59.999Z"
"2023-11-15T00:00:00.000Z";"2023-11-15T23:59:59.999Z";"2023-11-15T20:04:00.000Z";"2023-11-15T04:01:00.000Z";29.38847907;30.5739675308;29.3142690676;30.4027273684;61521649.7;496423903.21;"2023-11-15T23:59:59.999Z"
"2023-11-14T00:00:00.000Z";"2023-11-14T23:59:59.999Z";"2023-11-14T08:19:00.000Z";"2023-11-14T18:56:00.000Z";29.7236823152;30.418435109;28.4960740741;29.3865460825;64472721.89;479831422.07;"2023-11-14T23:59:59.999Z"
"2023-11-13T00:00:00.000Z";"2023-11-13T23:59:59.999Z";"2023-11-13T01:20:00.000Z";"2023-11-13T23:59:00.000Z";31.2260873334;31.7399543117;29.7189663542;29.7189663542;62632342.84;485259269.61;"2023-11-13T23:59:59.999Z"
"2023-11-12T00:00:00.000Z";"2023-11-12T23:59:59.999Z";"2023-11-12T23:08:00.000Z";"2023-11-12T00:52:00.000Z";30.3343878113;31.580418137;29.472515038;31.2257467051;66493710.75;509862384.13;"2023-11-12T23:59:59.999Z"
"2023-11-11T00:00:00.000Z";"2023-11-11T23:59:59.999Z";"2023-11-11T19:52:00.000Z";"2023-11-11T04:32:00.000Z";30.4046452161;30.7069871612;29.2481798495;30.2999065203;64499785.31;494745016.77;"2023-11-11T23:59:59.999Z"
"2023-11-10T00:00:00.000Z";"2023-11-10T23:59:59.999Z";"2023-11-10T23:19:00.000Z";"2023-11-10T14:14:00.000Z";29.5133986986;30.5622146378;29.1005200624;30.4046284002;61892699.18;496454943.77;"2023-11-10T23:59:59.999Z"
"2023-11-09T00:00:00.000Z";"2023-11-09T23:59:59.999Z";"2023-11-09T15:22:00.000Z";"2023-11-09T16:17:00.000Z";30.1314911179;30.952676679;27.9505266359;29.5136343204;76588453.68;481906552.98;"2023-11-09T23:59:59.999Z"
"2023-11-08T00:00:00.000Z";"2023-11-08T23:59:59.999Z";"2023-11-08T22:56:00.000Z";"2023-11-08T00:40:00.000Z";29.2706256623;30.2767424413;29.080648867;30.1338061272;50552336.47;492032884.91;"2023-11-08T23:59:59.999Z"
"2023-11-07T00:00:00.000Z";"2023-11-07T23:59:59.999Z";"2023-11-07T08:13:00.000Z";"2023-11-07T17:08:00.000Z";29.7939608858;30.1498534855;28.4163265085;29.2700131132;55162393.05;477928640.43;"2023-11-07T23:59:59.999Z"
"2023-11-06T00:00:00.000Z";"2023-11-06T23:59:59.999Z";"2023-11-06T23:13:00.000Z";"2023-11-06T05:32:00.000Z";28.6820767457;29.8384511993;28.3452051267;29.7880861175;51569383.29;486387875.68;"2023-11-06T23:59:59.999Z"
"2023-11-05T00:00:00.000Z";"2023-11-05T23:59:59.999Z";"2023-11-05T23:22:00.000Z";"2023-11-05T00:16:00.000Z";28.2080809635;28.8502520312;28.0546694463;28.681140445;49868947.02;468313369.25;"2023-11-05T23:59:59.999Z"
"2023-11-04T00:00:00.000Z";"2023-11-04T23:59:59.999Z";"2023-11-04T23:32:00.000Z";"2023-11-04T00:50:00.000Z";27.63786429;28.2519263708;27.6132740649;28.210516441;48513236.98;460628894.03;"2023-11-04T23:59:59.999Z"
"2023-11-03T00:00:00.000Z";"2023-11-03T23:59:59.999Z";"2023-11-03T23:56:00.000Z";"2023-11-03T01:22:00.000Z";27.5264686124;27.6430244929;26.789418887;27.6375829538;51769157.49;451273882.07;"2023-11-03T23:59:59.999Z"
"2023-11-02T00:00:00.000Z";"2023-11-02T23:59:59.999Z";"2023-11-02T03:23:00.000Z";"2023-11-02T16:34:00.000Z";28.5920765055;29.2554992855;27.3285159038;27.526990274;54441345.47;449468095.08;"2023-11-02T23:59:59.999Z"
"2023-11-01T00:00:00.000Z";"2023-11-01T23:59:59.999Z";"2023-11-01T21:21:00.000Z";"2023-11-01T10:57:00.000Z";28.2981160986;28.9534702974;27.4561657842;28.5832883563;54352078.62;466715614.04;"2023-11-01T23:59:59.999Z"
"2023-10-31T00:00:00.000Z";"2023-10-31T23:59:59.999Z";"2023-10-31T02:11:00.000Z";"2023-10-31T15:19:00.000Z";28.5056636997;28.8976165927;27.7286028705;28.298794484;56867615.27;462070321.64;"2023-10-31T23:59:59.999Z"
"2023-10-30T00:00:00.000Z";"2023-10-30T23:59:59.999Z";"2023-10-30T12:31:00.000Z";"2023-10-30T17:22:00.000Z";28.2005307456;28.6527762638;27.968900068;28.5041131974;43686963.99;465422820.77;"2023-10-30T23:59:59.999Z"
"2023-10-29T00:00:00.000Z";"2023-10-29T23:59:59.999Z";"2023-10-29T23:07:00.000Z";"2023-10-29T01:34:00.000Z";27.8847035403;28.3434474525;27.6555065744;28.1996469207;44243791.17;460451413.58;"2023-10-29T23:59:59.999Z"
"2023-10-28T00:00:00.000Z";"2023-10-28T23:59:59.999Z";"2023-10-28T15:56:00.000Z";"2023-10-28T01:14:00.000Z";27.351114581;28.0522121573;27.299762072;27.889299382;39096594.35;455383975.56;"2023-10-28T23:59:59.999Z"
"2023-10-27T00:00:00.000Z";"2023-10-27T23:59:59.999Z";"2023-10-27T00:38:00.000Z";"2023-10-27T18:32:00.000Z";27.8465786419;27.869747908;26.6460691657;27.3528002442;42155331.33;446623873.46;"2023-10-27T23:59:59.999Z"
"2023-10-26T00:00:00.000Z";"2023-10-26T23:59:59.999Z";"2023-10-26T08:58:00.000Z";"2023-10-26T15:31:00.000Z";27.3629674664;28.7808550915;27.1453043168;27.8519079253;51322631.58;454773437.81;"2023-10-26T23:59:59.999Z"
"2023-10-25T00:00:00.000Z";"2023-10-25T23:59:59.999Z";"2023-10-25T01:31:00.000Z";"2023-10-25T08:16:00.000Z";27.4974777609;27.9053052042;27.0333764404;27.3623430747;44869234;446779691.36;"2023-10-25T23:59:59.999Z"
"2023-10-24T00:00:00.000Z";"2023-10-24T23:59:59.999Z";"2023-10-24T12:46:00.000Z";"2023-10-24T15:46:00.000Z";27.2664311668;28.1323965859;26.9035742681;27.490246495;54825773.5;448868132.78;"2023-10-24T23:59:59.999Z"
"2023-10-23T00:00:00.000Z";"2023-10-23T23:59:59.999Z";"2023-10-23T23:06:00.000Z";"2023-10-23T01:06:00.000Z";25.9500791422;27.4719948027;25.9083991334;27.268694013;51379592.21;445250564.31;"2023-10-23T23:59:59.999Z"
"2023-10-22T00:00:00.000Z";"2023-10-22T23:59:59.999Z";"2023-10-22T05:58:00.000Z";"2023-10-22T11:53:00.000Z";25.6393770381;25.9674330828;25.249342437;25.8798939725;38418982.58;422573864.01;"2023-10-22T23:59:59.999Z"
"2023-10-21T00:00:00.000Z";"2023-10-21T23:59:59.999Z";"2023-10-21T18:02:00.000Z";"2023-10-21T02:15:00.000Z";25.3094339624;25.9155783756;25.2606669954;25.6368583806;38987788.86;418605513.55;"2023-10-21T23:59:59.999Z"
"2023-10-20T00:00:00.000Z";"2023-10-20T23:59:59.999Z";"2023-10-20T10:25:00.000Z";"2023-10-20T01:18:00.000Z";25.0050274998;25.775743514;24.9885878371;25.3087765834;40589607.14;413248505.79;"2023-10-20T23:59:59.999Z"
"2023-10-19T00:00:00.000Z";"2023-10-19T23:59:59.999Z";"2023-10-19T20:46:00.000Z";"2023-10-19T01:47:00.000Z";24.7769281572;25.0996660951;24.590788824;25.0041508724;38328655.15;408274495.31;"2023-10-19T23:59:59.999Z"
