timeOpen;timeClose;timeHigh;timeLow;open;high;low;close;volume;marketCap;timestamp
"2023-11-30T00:00:00.000Z";"2023-11-30T23:59:59.999Z";"2023-11-30T00:37:00.000Z";"2023-11-30T16:11:00.000Z";69.9889691171;70.1088711685;69.1872407314;69.4455834053;238522259.42;5134236668.87;"2023-11-30T23:59:59.999Z"
"2023-11-29T00:00:00.000Z";"2023-11-29T23:59:59.999Z";"2023-11-29T09:21:00.000Z";"2023-11-29T16:42:00.000Z";69.7371070848;70.4175750559;69.2990429635;69.9893470293;241745413.52;5174146759.25;"2023-11-29T23:59:59.999Z"
"2023-11-28T00:00:00.000Z";"2023-11-28T23:59:59.999Z";"2023-11-28T17:26:00.000Z";"2023-11-28T05:40:00.000Z";69.2442391872;70.164379297;68.1114280708;69.7372488648;340266605.9;5155237763.4;"2023-11-28T23:59:59.999Z"
"2023-11-27T00:00:00.000Z";"2023-11-27T23:59:59.999Z";"2023-11-27T01:13:00.000Z";"2023-11-27T19:50:00.000Z";70.0554650599;70.4595020118;68.2804557105;69.2423320843;261741815.84;5118422302.25;"2023-11-27T23:59:59.999Z"
"2023-11-26T00:00:00.000Z";"2023-11-26T23:59:59.999Z";"2023-11-26T00:01:00.000Z";"2023-11-26T16:37:00.000Z";71.8361085704;71.8463741557;69.4290340158;70.0589871486;257792065.68;5178548084.48;"2023-11-26T23:59:59.999Z"
"2023-11-25T00:00:00.000Z";"2023-11-25T23:59:59.999Z";"2023-11-25T01:52:00.000Z";"2023-11-25T00:08:00.000Z";70.738463741;72.0831348861;70.6522410816;71.833365316;237235479.32;5309448836.72;"2023-11-25T23:59:59.999Z"
"2023-11-24T00:00:00.000Z";"2023-11-24T23:59:59.999Z";"2023-11-24T17:34:00.000Z";"2023-11-24T00:16:00.000Z";69.5111076051;71.6327492142;69.5071867398;70.7359507513;307601320.19;5228091147.26;"2023-11-24T23:59:59.999Z"
"2023-11-23T00:00:00.000Z";"2023-11-23T23:59:59.999Z";"2023-11-23T07:10:00.000Z";"2023-11-23T16:02:00.000Z";68.7005909962;70.593937448;68.6248456091;69.5124480768;307401786.25;5137415781.26;"2023-11-23T23:59:59.999Z"
"2023-11-22T00:00:00.000Z";"2023-11-22T23:59:59.999Z";"2023-11-22T21:32:00.000Z";"2023-11-22T00:01:00.000Z";66.4496674371;69.0522720701;66.2710714311;68.7055934637;275595694.14;5077536709.87;"2023-11-22T23:59:59.999Z"
"2023-11-21T00:00:00.000Z";"2023-11-21T23:59:59.999Z";"2023-11-21T13:16:00.000Z";"2023-11-21T23:04:00.000Z";69.5191205699;71.6438378782;65.864295902;66.4573830795;427605909.05;4911140081.76;"2023-11-21T23:59:59.999Z"
"2023-11-20T00:00:00.000Z";"2023-11-20T23:59:59.999Z";"2023-11-20T10:19:00.000Z";"2023-11-20T21:22:00.000Z";70.6393234634;70.9597753938;69.200745091;69.5177390687;271959607.13;5137048641.66;"2023-11-20T23:59:59.999Z"
"2023-11-19T00:00:00.000Z";"2023-11-19T23:59:59.999Z";"2023-11-19T23:49:00.000Z";"2023-11-19T01:36:00.000Z";69.8953705098;70.6695527729;68.821865164;70.6403086133;226121114.91;5219754688.82;"2023-11-19T23:59:59.999Z"
"2023-11-18T00:00:00.000Z";"2023-11-18T23:59:59.999Z";"2023-11-18T00:01:00.000Z";"2023-11-18T07:07:00.000Z";70.1916212674;70.2763230206;67.9962394611;69.8938075203;243237870.43;5164341291.22;"2023-11-18T23:59:59.999Z"
"2023-11-17T00:00:00.000Z";"2023-11-17T23:59:59.999Z";"2023-11-17T02:31:00.000Z";"2023-11-17T16:50:00.000Z";71.1491284456;71.6270607894;68.4080368995;70.1823380009;406903528.96;5185420848.25;"2023-11-17T23:59:59.999Z"
"2023-11-16T00:00:00.000Z";"2023-11-16T23:59:59.999Z";"2023-11-16T01:05:00.000Z";"2023-11-16T19:37:00.000Z";74.080061364;74.3012292163;70.0713897423;71.1790506046;343373014.88;5258790682.14;"2023-11-16T23:59:59.999Z"
"2023-11-15T00:00:00.000Z";"2023-11-15T23:59:59.999Z";"2023-11-15T23:32:00.000Z";"2023-11-15T02:08:00.000Z";70.6359238714;74.2513848566;70.6235230268;74.0803243584;335516202.59;5472858178.43;"2023-11-15T23:59:59.999Z"
"2023-11-14T00:00:00.000Z";"2023-11-14T23:59:59.999Z";"2023-11-14T09:11:00.000Z";"2023-11-14T18:55:00.000Z";71.4411035866;72.5024209677;68.790594874;70.6352633754;378863883.95;5218094999.82;"2023-11-14T23:59:59.999Z"
"2023-11-13T00:00:00.000Z";"2023-11-13T23:59:59.999Z";"2023-11-13T01:31:00.000Z";"2023-11-13T21:38:00.000Z";74.8979325362;75.9303064209;71.1960324759;71.4915444625;391890703.39;5281077831.74;"2023-11-13T23:59:59.999Z"
"2023-11-12T00:00:00.000Z";"2023-11-12T23:59:59.999Z";"2023-11-12T10:55:00.000Z";"2023-11-12T00:52:00.000Z";75.1719988311;76.6381857149;72.8548766524;74.8912718475;400244543.89;5531933793.63;"2023-11-12T23:59:59.999Z"
"2023-11-11T00:00:00.000Z";"2023-11-11T23:59:59.999Z";"2023-11-11T21:07:00.000Z";"2023-11-11T04:32:00.000Z";73.3003388024;75.8649010582;71.4122151654;75.1743067006;409990765.76;5552573164.56;"2023-11-11T23:59:59.999Z"
"2023-11-10T00:00:00.000Z";"2023-11-10T23:59:59.999Z";"2023-11-10T00:29:00.000Z";"2023-11-10T14:14:00.000Z";73.7556700074;74.9408194047;71.3996738705;73.3049987414;391745232.34;5414245482.3;"2023-11-10T23:59:59.999Z"
"2023-11-09T00:00:00.000Z";"2023-11-09T23:59:59.999Z";"2023-11-09T15:04:00.000Z";"2023-11-09T16:43:00.000Z";73.1797819595;76.1036113286;70.3372651907;73.7522093086;563715610.16;5447030852.14;"2023-11-09T23:59:59.999Z"
